id,customer_id,status,subtotal_amount,discount_amount,total_amount,created_at,source
55a09096-d0c3-4975-800c-b86aaf7eb2f2,ca1a8a39-5b4f-4348-b9f2-b60dde6967e2,paid,578.0,0.0,677.0,2025-10-30 03:38:40.288862+00:00,direct
8add27a9-9927-4ccd-8773-354d8a65e25f,ca1a8a39-5b4f-4348-b9f2-b60dde6967e2,paid,2196.0,0.0,2196.0,2025-09-28 08:37:40.288862+00:00,direct
20092e20-0fb3-4110-8225-5e48ca81a97d,ca1a8a39-5b4f-4348-b9f2-b60dde6967e2,paid,1096.0,0.0,1195.0,2026-05-11 15:45:40.288862+00:00,direct
e9569d6e-2058-4131-9f6d-32ade866edab,ca1a8a39-5b4f-4348-b9f2-b60dde6967e2,paid,677.0,43.55,732.45,2026-04-13 15:25:40.288862+00:00,direct
570d2718-434d-46d3-a05a-212d180c34b1,f2dd9ae4-81a1-48f8-8118-848de9462628,paid,299.0,0.0,398.0,2025-12-29 16:26:40.288862+00:00,direct
4e7d25f4-7ac2-4aff-ad9e-da724e741d87,f2dd9ae4-81a1-48f8-8118-848de9462628,paid,618.0,0.0,717.0,2026-04-21 19:26:40.288862+00:00,direct
ec2c503b-f8f8-4386-a0ee-6452f09aa260,f2dd9ae4-81a1-48f8-8118-848de9462628,paid,599.0,0.0,698.0,2026-05-05 10:04:40.288862+00:00,direct
69543008-b8fc-47e2-b2f6-3e65c85a034c,f2dd9ae4-81a1-48f8-8118-848de9462628,paid,2016.0,0.0,2016.0,2026-04-02 05:56:40.288862+00:00,direct
2e20ea56-1b87-4cc5-995d-994349cf5f09,f2dd9ae4-81a1-48f8-8118-848de9462628,paid,299.0,43.28,354.72,2026-04-16 21:46:40.288862+00:00,direct
3c0fbe6f-797b-4608-a564-4a4c33d6047b,87589081-fd62-485f-9da8-eb194a3ba84a,paid,319.0,0.0,418.0,2026-04-23 07:49:40.288862+00:00,direct
d2af9d78-485e-4f23-b899-b52e9c4dfb2f,87589081-fd62-485f-9da8-eb194a3ba84a,paid,4298.0,299.69,3998.31,2026-04-10 04:07:40.288862+00:00,direct
aea5ccbd-21ae-4491-8bed-23be1f6e419b,87589081-fd62-485f-9da8-eb194a3ba84a,paid,4617.0,435.02,4181.98,2026-04-24 19:35:40.288862+00:00,direct
7571bc27-e597-434a-807c-27fa5beaf4ed,87589081-fd62-485f-9da8-eb194a3ba84a,paid,1697.0,0.0,1697.0,2026-01-17 23:32:40.288862+00:00,direct
eec84498-2809-4074-b7ad-5eefa1caa86f,87589081-fd62-485f-9da8-eb194a3ba84a,paid,1417.0,79.62,1436.38,2026-04-03 16:29:40.288862+00:00,direct
b48c67f6-17be-4ac8-9380-f31c5c32d1ee,6d4e769e-41fb-44cf-8d37-03e18752cd5a,paid,763.3,0.0,862.3,2026-01-27 06:02:40.288862+00:00,direct
7058e31f-ca21-467f-84ed-5fc2275c0dd6,6d4e769e-41fb-44cf-8d37-03e18752cd5a,paid,848.3,0.0,947.3,2025-11-04 13:26:40.288862+00:00,direct
ec1fb945-ab5b-440c-8a86-f49fdcd9d4af,52ab5020-57ab-4a70-ad0d-189e316fcc0b,paid,376.6,0.0,475.6,2026-03-13 23:45:40.288862+00:00,direct
038e0b95-7e08-412c-9399-61c37007e5e5,52ab5020-57ab-4a70-ad0d-189e316fcc0b,paid,167.3,14.42,251.88,2025-09-26 11:21:40.288862+00:00,direct
994d2ca3-a63c-4bc7-9d7d-1f8287b0cdcc,52ab5020-57ab-4a70-ad0d-189e316fcc0b,paid,223.3,17.77,304.53,2026-06-05 00:15:40.288862+00:00,direct
137b3ff8-81c0-4e33-a25c-1593bea743fb,52ab5020-57ab-4a70-ad0d-189e316fcc0b,paid,1201.9,160.01,1140.89,2025-12-19 11:08:40.288862+00:00,direct
62cfb551-c881-4dd0-9ed2-8f9c034dd44a,52ab5020-57ab-4a70-ad0d-189e316fcc0b,paid,698.6,0.0,797.6,2026-07-15 11:36:40.288862+00:00,direct
e35fc37d-704e-44bf-8ae3-28182f5dd674,328f36b4-63f7-4884-8215-a64824205ab7,paid,454.1,0.0,553.1,2026-01-08 04:41:40.288862+00:00,direct
b2142259-fa29-430f-8f32-c776970bbca6,328f36b4-63f7-4884-8215-a64824205ab7,paid,3609.05,0.0,3609.05,2025-11-09 14:34:40.288862+00:00,direct
83b82e14-d191-4d6c-bfaa-baddc372197a,328f36b4-63f7-4884-8215-a64824205ab7,paid,227.05,32.03,294.02,2026-08-31 02:36:40.288862+00:00,direct
76534eef-5b6a-4f34-ab5b-d46e6f58b005,45ec2044-4a58-455e-b94b-dea49e5f08eb,paid,700.15,0.0,799.15,2026-02-10 03:40:40.288862+00:00,direct
a14bbd0c-a58e-41e7-bbff-71c99aa700cb,45ec2044-4a58-455e-b94b-dea49e5f08eb,paid,1232.15,0.0,1331.15,2026-08-23 12:11:40.288862+00:00,direct
45c944e9-b7cb-42a2-a3dd-e35bebbfd378,2b38fabd-5337-4d2d-bc3c-268815510a0d,paid,746.3,0.0,845.3,2025-11-11 01:57:40.288862+00:00,direct
fb1db6c7-0bf6-4b16-9f3c-796d1fd7ab55,2b38fabd-5337-4d2d-bc3c-268815510a0d,paid,152.15,0.0,251.15,2025-09-22 22:04:40.288862+00:00,direct
b9ef164f-1d21-4790-8d60-5de7c9caa0cd,2b38fabd-5337-4d2d-bc3c-268815510a0d,paid,305.15,0.0,404.15,2025-10-06 08:31:40.288862+00:00,direct
be2f3fdc-96e0-4c97-aad9-fac1a8e62653,a75ac9f2-6cf5-45f4-b39b-3eff95ec0ae4,paid,339.15,0.0,438.15,2026-02-13 08:42:40.288862+00:00,direct
0b5de15d-5a6d-48dc-9905-3e4022e256fb,a75ac9f2-6cf5-45f4-b39b-3eff95ec0ae4,paid,152.15,0.0,251.15,2026-02-06 00:12:40.288862+00:00,direct
31a7b2b7-de1a-4a1e-83b7-d7fb45909d1d,e1286d71-0e9e-4947-bd43-70be42b0c783,paid,1574.15,0.0,1574.15,2026-08-18 04:08:40.288862+00:00,direct
0fa1005d-f667-4c81-bd2a-2d816c52cda4,e1286d71-0e9e-4947-bd43-70be42b0c783,paid,948.1,0.0,1047.1,2026-08-12 00:47:40.288862+00:00,direct
152959ba-71d9-4e33-a119-4010a7c27e9b,e1286d71-0e9e-4947-bd43-70be42b0c783,paid,2201.15,0.0,2201.15,2026-08-04 18:47:40.288862+00:00,direct
3693b5e5-79f9-43b3-8a72-e5cdc9257bba,ffdda285-87b6-44f6-bdf5-931c00742aeb,paid,7052.45,0.0,7052.45,2025-10-27 09:18:40.288862+00:00,direct
0d317a97-b5eb-4aad-ab0f-32fc484fee64,3a4db3c0-1121-4574-9c30-8baa7ed60b4b,paid,1866.6,0.0,1866.6,2026-06-23 13:14:40.288862+00:00,direct
f5b8102c-a15c-4a9b-a515-bb0273136ffa,3a4db3c0-1121-4574-9c30-8baa7ed60b4b,paid,860.4,0.0,959.4,2026-07-20 08:28:40.288862+00:00,direct
3c2fa6cc-e6e6-4f21-80f4-a1a7939ec3ab,dbfa9f28-c051-449a-aed7-04f688967634,paid,284.05,0.0,383.05,2025-10-16 19:52:40.288862+00:00,direct
308a46c6-43b7-4e6c-93e8-5f3a74041a0d,dbfa9f28-c051-449a-aed7-04f688967634,paid,246.05,0.0,345.05,2026-08-31 00:22:40.288862+00:00,direct
07263d32-1c4c-484f-b802-56315fcf819f,356a3582-4b46-4baf-957b-f761fa053aca,paid,999.0,105.3,992.7,2026-03-04 07:52:40.288862+00:00,direct
d85b7e08-aa74-4ef6-a538-cce253f07c54,356a3582-4b46-4baf-957b-f761fa053aca,paid,1357.0,0.0,1456.0,2025-11-17 08:45:40.288862+00:00,direct
76b0bbbe-8a93-4b7e-82c6-9ba8ef54bc8a,356a3582-4b46-4baf-957b-f761fa053aca,paid,538.0,77.19,559.81,2025-11-27 05:15:40.288862+00:00,direct
ce89cc56-8cf1-4291-89b2-b215ee834597,356a3582-4b46-4baf-957b-f761fa053aca,paid,1597.0,0.0,1597.0,2025-12-14 08:48:40.288862+00:00,direct
4fb69dd2-285f-4251-83ec-ed089e454aff,356a3582-4b46-4baf-957b-f761fa053aca,paid,1497.0,0.0,1596.0,2025-11-11 09:02:40.288862+00:00,direct
f6de68df-9897-4282-8822-e039a37cc4a3,356a3582-4b46-4baf-957b-f761fa053aca,paid,179.0,0.0,278.0,2026-07-23 21:00:40.288862+00:00,direct
341b88a4-6f54-406f-9346-25aeefb0e787,4c7d4093-6969-4b2e-afda-f1f4933d68ba,paid,448.2,0.0,547.2,2026-08-08 11:09:40.288862+00:00,direct
65db4326-412a-42fd-8b38-8bbfa42ac7e0,41a03c94-73a6-41e8-820a-cbc8868ed1af,paid,339.15,0.0,438.15,2026-02-14 15:38:40.288862+00:00,direct
c22c2a09-8201-4d42-923c-06659be57c60,362dfb0e-6b76-4f67-96e1-495bfaa67173,paid,3778.2,375.89,3402.31,2026-08-20 20:33:40.288862+00:00,direct
e4891a46-3336-462b-b8ba-f3ef6733f5ac,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,658.0,0.0,757.0,2026-04-12 07:37:40.288862+00:00,direct
67fc4691-49a4-40a0-9023-1c51da0143eb,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,4158.0,0.0,4158.0,2025-12-05 20:16:40.288862+00:00,direct
c2da40b2-79fc-4662-aa01-e907bd0bfa1b,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,699.0,0.0,798.0,2026-06-28 19:02:40.288862+00:00,direct
8941da3c-88b7-469e-ad86-a49b263b4557,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,498.0,0.0,597.0,2026-06-20 18:56:40.288862+00:00,direct
51439a5c-284d-4551-9a1d-c821143f099b,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,418.0,0.0,517.0,2025-11-10 23:43:40.288862+00:00,direct
d9d6f411-b0ad-4a01-929f-92c01e16d647,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,359.0,0.0,458.0,2025-11-12 12:01:40.288862+00:00,direct
99be6ae0-fe80-4988-80b6-198224df3b28,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,239.0,0.0,338.0,2026-02-18 09:28:40.288862+00:00,direct
a3b8ddf1-a6ef-45d8-a8c6-29fc093037ee,5bb19678-ab29-4f03-8ed4-593a9918307c,paid,738.0,0.0,837.0,2026-08-09 21:32:40.288862+00:00,direct
00e53cc0-57f2-4e40-a856-f98e103e2539,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,239.0,0.0,338.0,2025-12-10 05:35:40.288862+00:00,direct
e313566b-4236-4e4b-afd9-98d2b498c968,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,838.0,0.0,937.0,2026-01-10 17:45:40.288862+00:00,direct
d7afc911-110b-471a-84b9-bfac68b6555b,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,4398.0,0.0,4398.0,2026-04-22 17:40:40.288862+00:00,direct
f9f9449f-b0dc-4e81-8e61-f7d4d00209b9,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,1077.0,98.36,1077.64,2026-01-21 11:34:40.288862+00:00,direct
5bca3905-106e-4488-954c-4e617b11f0f0,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,239.0,0.0,338.0,2026-07-16 07:04:40.288862+00:00,direct
2052d08b-6bac-4b85-91a3-f62a9be75373,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,399.0,42.86,455.14,2026-01-04 01:44:40.288862+00:00,direct
8e19fb02-bd7a-4a7f-a9b3-03dbf5df6776,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,3799.0,507.62,3291.38,2026-08-17 05:38:40.288862+00:00,direct
455861b5-a774-4fdf-b125-c1e93cbaf7bf,5b5dc2f1-3a39-40b4-bd7d-6c3fd084db6f,paid,998.0,0.0,1097.0,2026-08-25 01:08:40.288862+00:00,direct
9efe7795-3e0d-46e5-9238-c64202173f6e,09e7891c-edb2-4e65-a6b7-970c2bcfffab,paid,254.15,0.0,353.15,2025-10-11 04:13:40.288862+00:00,direct
9becf97a-d83c-46cc-833d-1873dcefa57e,36dcb039-6702-4983-922b-ff487a33b041,paid,205.85,0.0,304.85,2026-01-30 08:39:40.288862+00:00,direct
8d221e06-39ba-44a8-b5cc-6bd78fd561c9,36dcb039-6702-4983-922b-ff487a33b041,paid,5929.4,0.0,5929.4,2026-05-08 02:43:40.288862+00:00,direct
d2b5fc4c-e054-4ade-80f9-20acaee9dfcf,36dcb039-6702-4983-922b-ff487a33b041,paid,5792.55,0.0,5792.55,2026-04-07 03:50:40.288862+00:00,direct
b7b66184-a323-4981-b6a3-e9613b7ec92d,36dcb039-6702-4983-922b-ff487a33b041,paid,1491.55,0.0,1590.55,2025-12-09 12:41:40.288862+00:00,direct
62c5afed-8771-4e15-9d47-8531474014d4,36dcb039-6702-4983-922b-ff487a33b041,paid,1170.7,0.0,1269.7,2026-08-07 18:38:40.288862+00:00,direct
1da81ac5-f59a-4a03-b1c7-0a6df6754444,36dcb039-6702-4983-922b-ff487a33b041,paid,756.7,0.0,855.7,2026-08-12 13:00:40.288862+00:00,direct
25a3c770-8f39-41ef-8990-4cc08bbf2048,36dcb039-6702-4983-922b-ff487a33b041,paid,1031.55,0.0,1130.55,2026-06-27 11:23:40.288862+00:00,direct
0a328440-1034-4a05-9660-84b0a7623b44,36dcb039-6702-4983-922b-ff487a33b041,paid,1147.7,0.0,1246.7,2026-06-05 22:31:40.288862+00:00,direct
8fe6f63c-b574-4643-851f-2567cde11636,36dcb039-6702-4983-922b-ff487a33b041,paid,3399.4,0.0,3399.4,2026-02-23 03:35:40.288862+00:00,direct
d9def8f9-b087-426d-b27f-027a9638973b,36dcb039-6702-4983-922b-ff487a33b041,paid,687.7,0.0,786.7,2026-08-11 20:50:40.288862+00:00,direct
d25ac29b-b3be-4b25-98e5-31f9cb9d3389,36dcb039-6702-4983-922b-ff487a33b041,cancelled,5056.55,0.0,5056.55,2026-05-07 06:22:40.288862+00:00,direct
cc75d067-47fe-483e-b293-f3eb559baefe,36dcb039-6702-4983-922b-ff487a33b041,paid,205.85,0.0,304.85,2025-10-10 18:44:40.288862+00:00,direct
fa36dc7f-76a2-4f69-91ba-7e6fefc8710c,36dcb039-6702-4983-922b-ff487a33b041,paid,1306.4,0.0,1405.4,2026-06-24 09:29:40.288862+00:00,direct
70d73a6b-a4bf-42be-af2d-a6cc17b17bba,36dcb039-6702-4983-922b-ff487a33b041,paid,1377.7,0.0,1476.7,2026-09-04 15:26:40.288862+00:00,direct
7a4a3db3-8249-4ee6-84fd-0640a9c3b2d0,1553ab91-a1c0-4d36-9b68-ecfbcbc81e9d,paid,239.0,0.0,338.0,2026-03-02 07:17:40.288862+00:00,direct
e41e1f97-bca6-4cac-a361-08cc45d7d719,1553ab91-a1c0-4d36-9b68-ecfbcbc81e9d,paid,897.0,0.0,996.0,2025-12-24 22:35:40.288862+00:00,direct
b0045340-fc89-46d7-8006-c2d278429203,1553ab91-a1c0-4d36-9b68-ecfbcbc81e9d,paid,359.0,37.81,420.19,2026-02-22 22:02:40.288862+00:00,direct
96bdf573-0558-4bd2-b033-2046ad9dbbf4,1553ab91-a1c0-4d36-9b68-ecfbcbc81e9d,paid,359.0,0.0,458.0,2026-04-15 03:40:40.288862+00:00,direct
ad466ed9-49fb-43f2-bd14-7369b700a1a8,b405676b-94ee-4e51-a60e-e6324e5e39c9,paid,424.15,0.0,523.15,2025-09-05 20:54:40.288862+00:00,direct
a3d22765-0b24-4589-b3a9-67bd73cffbf6,b405676b-94ee-4e51-a60e-e6324e5e39c9,paid,1273.3,0.0,1372.3,2026-01-28 14:01:40.288862+00:00,direct
bcfbfb6f-d9e2-4acd-a6d5-07300ba6a09b,e1471483-2b2f-4c21-bad8-9cc9b5e4777c,paid,830.45,0.0,929.45,2025-10-17 11:04:40.288862+00:00,direct
a728bb3f-0038-4bce-8739-90d83a2a224d,e1471483-2b2f-4c21-bad8-9cc9b5e4777c,paid,949.45,0.0,1048.45,2026-01-03 06:49:40.288862+00:00,direct
3866367a-be28-4143-b9b3-1daff87913a0,e1471483-2b2f-4c21-bad8-9cc9b5e4777c,paid,152.15,0.0,251.15,2025-12-17 03:45:40.288862+00:00,direct
ff05e712-bd2c-471d-ad53-d9f6bfcc8b7a,c1f934e9-c85e-4a52-b1ab-0b050bf3da57,paid,233.1,0.0,332.1,2026-08-20 14:14:40.288862+00:00,direct
d88b8a6b-4772-4261-8d3c-48761bc27f26,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,908.6,0.0,1007.6,2025-11-19 09:05:40.288862+00:00,direct
a534cacc-822b-4cd0-8ffd-d629c7eef158,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,181.3,0.0,280.3,2026-05-21 12:12:40.288862+00:00,direct
b16be917-2347-4f8d-ae36-9a2ba2b99d41,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,181.3,0.0,280.3,2026-02-17 17:43:40.288862+00:00,direct
d3f45fb4-a045-417b-8989-953f1bd651e9,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,473.9,0.0,572.9,2026-03-17 08:43:40.288862+00:00,direct
7fe3dfda-12c8-4812-ae00-0efee5c485c4,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,1005.9,129.15,975.75,2026-03-06 22:37:40.288862+00:00,direct
b65b2e5f-4a68-4531-9e3f-fc5acfe5d9fd,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,1103.9,0.0,1202.9,2026-02-18 07:59:40.288862+00:00,direct
e91edc5e-b171-4e0f-afbb-135c62c624cd,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,740.6,103.77,735.83,2026-07-25 08:26:40.288862+00:00,direct
a1b1d64c-72e2-4649-b835-3af3720b53e6,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,181.3,11.71,268.59,2026-05-04 05:21:40.288862+00:00,direct
b4725971-966f-4d08-8261-44012d734c2a,6e59bc27-e0f0-43b4-9721-1652fb3e3211,paid,376.6,22.86,452.74,2026-08-18 19:14:40.288862+00:00,direct
b630fe28-ae26-4141-859f-bd36b8b1331f,64231dda-2e4d-4712-a728-60a1b3d7500e,paid,181.3,0.0,280.3,2025-10-23 00:36:40.288862+00:00,direct
867abd16-0241-4c75-bb16-0dc123241f9e,64231dda-2e4d-4712-a728-60a1b3d7500e,paid,279.3,35.91,342.39,2026-01-02 22:44:40.288862+00:00,direct
8c247d7e-5de7-4129-acac-0b3bb80f45af,64231dda-2e4d-4712-a728-60a1b3d7500e,paid,349.3,0.0,448.3,2025-11-11 05:21:40.288862+00:00,direct
57d5eee3-57a3-4c17-8e75-f1b6d573f9e9,64231dda-2e4d-4712-a728-60a1b3d7500e,paid,922.6,85.17,936.43,2026-01-23 13:00:40.288862+00:00,direct
45fa017d-9b46-4f78-bb37-e8de8dfc2210,64231dda-2e4d-4712-a728-60a1b3d7500e,paid,530.6,39.7,589.9,2026-01-18 19:27:40.288862+00:00,direct
28c67a02-659d-4f74-a975-97ed9073a447,64231dda-2e4d-4712-a728-60a1b3d7500e,paid,390.6,29.64,459.96,2026-08-26 09:28:40.288862+00:00,direct
75773cf6-0f8f-4ce8-8793-c6770a4ab584,d0b8d09e-c301-4d32-9f2e-afd70ce7db56,paid,1876.0,152.31,1723.69,2025-10-21 20:15:40.288862+00:00,direct
a2f0814a-ee1f-48f1-b325-7e62273d7306,d0b8d09e-c301-4d32-9f2e-afd70ce7db56,failed,1297.0,168.62,1227.38,2026-02-21 23:34:40.288862+00:00,direct
